provider,game_name,Game Tag,Game Sub Type,sub_category,casinoGameId,game_id,description,logo_round,logo_square,banner
QTECH,Koi Gate,RNG,Slot,5 Reels,HAB-koigate,3379,-,,,
QTECH,Lantern Luck,RNG,Slot,5 Reels,HAB-lanternluck,3380,-,,,
QTECH,Laughing Buddha,RNG,Slot,5 Reels,HAB-laughingbuddha,3381,-,,,
QTECH,Legendary Beasts,RNG,Slot,3 Reels,HAB-legendarybeasts,3382,-,,,
QTECH,Legend Of Nezha,RNG,Slot,5 Reels,HAB-legendofnezha,3383,-,,,
QTECH,London Hunter,RNG,Slot,5 Reels,HAB-londonhunter,3384,-,,,
QTECH,Loony Blox,RNG,Slot,5 Reels,HAB-loonyblox,3385,-,,,
QTECH,Lucky Durian,RNG,Slot,5 Reels,HAB-luckydurian,3386,-,,,
QTECH,Lucky Fortune Cat,RNG,Slot,Slots,HAB-luckyfortunecat,3387,-,,,
QTECH,Lucky Lucky,RNG,Slot,3 Reels,HAB-luckylucky,3388,-,,,
QTECH,Magic Oak,RNG,Slot,4 Reels,HAB-magicoak,3389,-,,,
QTECH,Marvelous Furlongs,RNG,Slot,5 Reels,HAB-marvelousfurlongs,3390,-,,,
QTECH,Meow Janken,RNG,Slot,3 Reels,HAB-meowjanken,3391,-,,,
QTECH,Mighty Medusa,RNG,Slot,6 Reels,HAB-mightymedusa,3392,-,,,
QTECH,Monster Mash Cash,RNG,Slot,5 Reels,HAB-monstermashcash,3393,-,,,
QTECH,Mount Mazuma,RNG,Slot,5 Reels,HAB-mountmazuma,3394,-,,,
QTECH,Mystic Fortune,RNG,Slot,5 Reels,HAB-mysticfortune,3395,-,,,
QTECH,Mystic Fortune Deluxe,RNG,Slot,5 Reels,HAB-mysticfortunedeluxe,3396,-,,,
QTECH,Naughty Santa,RNG,Slot,5 Reels,HAB-naughtysanta,3397,-,,,
QTECH,Naughty Wukong,RNG,Slot,3 Reels,HAB-naughtywukong,3398,-,,,
QTECH,New Year's Bash,RNG,Slot,5 Reels,HAB-newyearsbash,3399,-,,,
QTECH,Nine Tails,RNG,Slot,5 Reels,HAB-ninetails,3400,-,,,
QTECH,Nuwa,RNG,Slot,5 Reels,HAB-nuwa,3401,-,,,
QTECH,Orbs Of Atlantis,RNG,Slot,Slots,HAB-orbsofatlantis,3402,-,,,
QTECH,Ocean's Call,RNG,Slot,5 Reels,HAB-oceanscall,3403,-,,,
QTECH,Panda Panda,RNG,Slot,5 Reels,HAB-pandapanda,3404,-,,,
QTECH,Pool Shark,RNG,Slot,5 Reels,HAB-poolshark,3405,-,,,
QTECH,Presto!,RNG,Slot,5 Reels,HAB-presto,3406,-,,,
QTECH,Prost!,RNG,Slot,5 Reels,HAB-prost,3407,-,,,
QTECH,Pucker Up Prince,RNG,Slot,5 Reels,HAB-puckerupprince,3408,-,,,
QTECH,Pumpkin Patch,RNG,Slot,5 Reels,HAB-pumpkinpatch,3409,-,,,
QTECH,Rainbow Mania,RNG,Slot,5 Reels,HAB-rainbowmania,3410,-,,,
QTECH,Return To The Feature,RNG,Slot,5 Reels,HAB-returntothefeature,3411,-,,,
QTECH,Rolling Roger,RNG,Slot,5 Reels,HAB-rollingroger,3412,-,,,
QTECH,Roman Empire,RNG,Slot,5 Reels,HAB-romanempire,3413,-,,,
QTECH,Ruffled Up,RNG,Slot,5 Reels,HAB-ruffledup,3414,-,,,
QTECH,Santa's Inn,RNG,Slot,3 Reels,HAB-santasinn,3415,-,,,
QTECH,Santaâ€™s Village,RNG,Slot,5 Reels,HAB-santasvillage,3416,-,,,
QTECH,Sirenâ€™s Spell,RNG,Slot,5 Reels,HAB-sirensspell,3417,-,,,
QTECH,Scopa,RNG,Slot,3 Reels,HAB-scopa,3418,-,,,
QTECH,Scruffy Scallywags,RNG,Slot,5 Reels,HAB-scruffyscallywags,3419,-,,,
QTECH,Shaolin Fortunes,RNG,Slot,5 Reels,HAB-shaolinfortunes,3420,-,,,
QTECH,Slime Party,RNG,Slot,5 Reels,HAB-slimeparty,3421,-,,,
QTECH,Soju Bomb,RNG,Slot,5 Reels,HAB-sojubomb,3422,-,,,
QTECH,S.O.S!,RNG,Slot,5 Reels,HAB-sos,3423,-,,,
QTECH,Space Goonz,RNG,Slot,5 Reels,HAB-spacegoonz,3424,-,,,
QTECH,Sparta,RNG,Slot,5 Reels,HAB-sparta,3425,-,,,
QTECH,Super Strike,RNG,Slot,5 Reels,HAB-superstrike,3426,-,,,
QTECH,Super Twister,RNG,Slot,5 Reels,HAB-supertwister,3427,-,,,
QTECH,Taberna De Los Muertos,RNG,Slot,5 Reels,HAB-tabernadelosmuertos,3428,-,,,
QTECH,Taberna De Los Muertos Ultra,RNG,Slot,5 Reels,HAB-tabernadelosmuertosultra,3429,-,,,
QTECH,Taiko Beats,RNG,Slot,5 Reels,HAB-taikobeats,3430,-,,,
QTECH,Techno Tumble,RNG,Slot,Slots,HAB-technotumble,3431,-,,,
QTECH,The Big Deal Deluxe,RNG,Slot,5 Reels,HAB-thebigdealdeluxe,3432,-,,,
QTECH,The Dead Escape,RNG,Slot,5 Reels,HAB-thedeadescape,3433,-,,,
QTECH,Tooty Fruity Fruits,RNG,Slot,5 Reels,HAB-tootyfruityfruits,3434,-,,,
QTECH,Totem Towers,RNG,Slot,6 Reels,HAB-totemtowers,3435,-,,,
QTECH,Tuk Tuk Thailand,RNG,Slot,5 Reels,HAB-tuktukthailand,3436,-,,,
QTECH,Ways Of Fortune,RNG,Slot,5 Reels,HAB-waysoffortune,3437,-,,,
QTECH,Wealth Inn,RNG,Slot,3 Reels,HAB-wealthinn,3438,-,,,
QTECH,Wicked Witch,RNG,Slot,5 Reels,HAB-wickedwitch,3439,-,,,
QTECH,Wild Trucks,RNG,Slot,5 Reels,HAB-wildtrucks,3440,-,,,
QTECH,Witches Tome,RNG,Slot,5 Reels,HAB-witchestome,3441,-,,,
QTECH,Wizards Want War,RNG,Slot,5 Reels,HAB-wizardswantwar,3442,-,,,
QTECH,Zeus,RNG,Slot,5 Reels,HAB-zeus,3443,-,,,
QTECH,Zeus Deluxe,RNG,Slot,5 Reels,HAB-zeusdeluxe,3444,-,,,
QTECH,3 Hand Blackjack,RNG,Slot,Blackjack,HAB-3handblackjack,3445,-,,,
QTECH,3 Hand Blackjack Double Exposure,RNG,Slot,Blackjack,HAB-3handblackjackdoubleexposure,3446,-,,,
QTECH,American Blackjack,RNG,Slot,Blackjack,HAB-americanblackjack,3447,-,,,
QTECH,Baccarat,RNG,Slot,Baccarat,HAB-baccarat,3448,-,,,
QTECH,Baccarat Zero Commission,RNG,Slot,Baccarat,HAB-baccaratzerocommission,3449,-,,,
QTECH,Caribbean Holdem,RNG,Slot,Holdem,HAB-caribbeanholdem,3450,-,,,
QTECH,Caribbean Stud,RNG,Slot,Poker,HAB-caribbeanstud,3451,-,,,
QTECH,Dragon Tiger,RNG,Slot,Dragon Tiger,HAB-dragontiger,3452,-,,,
QTECH,European Roulette,RNG,Slot,Roulette,HAB-europeanroulette,3453,-,,,
QTECH,Sic Bo,RNG,Slot,Sic Bo,HAB-sicbo,3454,-,,,
QTECH,Three Card Poker,RNG,Slot,Teen Patti,HAB-threecardpoker,3455,-,,,
QTECH,Three Card Poker Deluxe,RNG,Slot,Poker,HAB-threecardpokerdeluxe,3456,-,,,
QTECH,War,RNG,Slot,Slots,HAB-war,3457,-,,,
QTECH,Tai the Toad,RNG,Slot,5 Reels,HAK-taithetoad,3458,-,,,
QTECH,Twisted Labs,RNG,Slot,5 Reels,HAK-twistedlabs,3459,-,,,
QTECH,Ze Zeus,RNG,Slot,6 Reels,HAK-zezeus,3460,-,,,
QTECH,Cursed Crypt,RNG,Slot,5 Reels,HAK-cursedcrypt,3461,-,,,
QTECH,Slayers Inc,RNG,Slot,5 Reels,HAK-slayersinc,3462,-,,,
QTECH,Jelly Slice,RNG,Slot,5 Reels,HAK-jellyslice,3463,-,,,
QTECH,Keep 'Em,RNG,Slot,6 Reels,HAK-keepem,3464,-,,,
QTECH,Divine Drop,RNG,Slot,5 Reels,HAK-divinedrop,3465,-,,,
QTECH,Orb of Destiny,RNG,Slot,6 Reels,HAK-orbofdestiny,3466,-,,,
QTECH,Cash Crew,RNG,Slot,5 Reels,HAK-cashcrew,3467,-,,,
QTECH,Rusty & Curly,RNG,Slot,5 Reels,HAK-rustyandcurly,3468,-,,,
QTECH,Bouncy Bombs,RNG,Slot,6 Reels,HAK-bouncybombs,3469,-,,,
QTECH,Dawn of Kings,RNG,Slot,5 Reels,HAK-dawnofkings,3470,-,,,
QTECH,Fist of Destruction,RNG,Slot,5 Reels,HAK-fistofdestruction,3471,-,,,
QTECH,Baccarat,RNG,Slot,Baccarat,HAK-baccarat,3472,-,,,
QTECH,Beam Boys,RNG,Slot,6 Reels,HAK-beamboys,3473,-,,,
QTECH,Feel the Beat,RNG,Slot,5 Reels,HAK-feelthebeat,3474,-,,,
QTECH,2 Wild 2 Die,RNG,Slot,5 Reels,HAK-2wild2die,3475,-,,,
QTECH,Wanted Dead or a Wild,RNG,Slot,5 Reels,HAK-wanteddeadorawild,3476,-,,,
QTECH,Alpha Eagle,RNG,Slot,5 Reels,HAK-alphaeagle,3477,-,,,
QTECH,Aztec Twist,RNG,Slot,5 Reels,HAK-aztectwist,3478,-,,,
QTECH,Beast Below,RNG,Slot,5 Reels,HAK-beastbelow,3479,-,,,
QTECH,Benny the Beer,RNG,Slot,5 Reels,HAK-bennythebeer,3480,-,,,
QTECH,Bloodthirst,RNG,Slot,5 Reels,HAK-bloodthirst,3481,-,,,
QTECH,Book of Time,RNG,Slot,5 Reels,HAK-bookoftime,3482,-,,,
QTECH,Born Wild,RNG,Slot,5 Reels,HAK-bornwild,3483,-,,,
QTECH,Break Bones,RNG,Slot,3 Reels,HAK-breakbones,3484,-,,,
QTECH,Buffalo Stack 'n' Sync,RNG,Slot,5 Reels,HAK-buffalostacknsync,3485,-,,,
QTECH,Cubes,RNG,Slot,5 Reels,HAK-cubes,3486,-,,,
QTECH,Cubes 2,RNG,Slot,5-11 Reels,HAK-cubes2,3487,-,,,
QTECH,Cursed Seas,RNG,Slot,5 Reels,HAK-cursedseas,3488,-,,,
QTECH,Cash Compass,RNG,Slot,6 Reels,HAK-cashcompass,3489,-,,,
QTECH,Cash Quest,RNG,Slot,6 Reels,HAK-cashquest,3490,-,,,
QTECH,Chaos Crew,RNG,Slot,5 Reels,HAK-chaoscrew,3491,-,,,
QTECH,Chaos Crew II,RNG,Slot,5 Reels,HAK-chaoscrew2,3492,-,,,
QTECH,Dark Summoning,RNG,Slot,5 Reels,HAK-darksummoning,3493,-,,,
QTECH,Densho,RNG,Slot,5 Reels,HAK-densho,3494,-,,,
QTECH,Dork Unit,RNG,Slot,5 Reels,HAK-dorkunit,3495,-,,,
QTECH,Double Rainbow,RNG,Slot,7 Reels,HAK-doublerainbow,3496,-,,,
QTECH,Dropâ€™em,RNG,Slot,5 Reels,HAK-dropem,3497,-,,,
QTECH,Eye of the Panda,RNG,Slot,5 Reels,HAK-eyeofthepanda,3498,-,,,
QTECH,Fear the Dark,RNG,Slot,6 Reels,HAK-fearthedark,3499,-,,,
QTECH,Forest Fortune,RNG,Slot,5 Reels,HAK-forestfortune,3500,-,,,
QTECH,Frank's Farm,RNG,Slot,6 Reels,HAK-franksfarm,3501,-,,,
QTECH,Fruit Duel,RNG,Slot,3 Reels,HAK-fruitduel,3502,-,,,
QTECH,Frutz,RNG,Slot,5 Reels,HAK-frutz,3503,-,,,
QTECH,Gladiator Legends,RNG,Slot,5 Reels,HAK-gladiatorlegends,3504,-,,,
QTECH,Gronk's Gems,RNG,Slot,6 Reels,HAK-gronksgems,3505,-,,,
QTECH,Hand Of Anubis,RNG,Slot,5 Reels,HAK-handofanubis,3506,-,,,
QTECH,Harvest Wilds,RNG,Slot,7 Reels,HAK-harvestwilds,3507,-,,,
QTECH,Hop'n'pop,RNG,Slot,7 Reels,HAK-hopnpop,3508,-,,,
QTECH,Immortal Desire,RNG,Slot,5 Reels,HAK-immortaldesire,3509,-,,,
QTECH,Itero,RNG,Slot,5 Reels,HAK-itero,3510,-,,,
QTECH,Joker Bombs,RNG,Slot,6 Reels,HAK-jokerbombs,3511,-,,,
QTECH,Keep 'em Cool,RNG,Slot,6 Reels,HAK-keepemcool,3512,-,,,
QTECH,King Carrot,RNG,Slot,7 Reels,HAK-kingcarrot,3513,-,,,
QTECH,Le Bandit,RNG,Slot,6 Reels,HAK-lebandit,3514,-,,,
QTECH,Let it Snow,RNG,Slot,6 Reels,HAK-letitsnow,3515,-,,,
QTECH,Magic Piggy,RNG,Slot,5 Reels,HAK-magicpiggy,3516,-,,,
QTECH,Mayan Stackways,RNG,Slot,5 Reels,HAK-mayanstackways,3517,-,,,
QTECH,Miami Multiplier,RNG,Slot,4 Reels,HAK-miamimultiplier,3518,-,,,
QTECH,Mighty Masks,RNG,Slot,5 Reels,HAK-mightymasks,3519,-,,,
QTECH,Mystery Motel,RNG,Slot,5 Reels,HAK-mysterymotel,3520,-,,,
QTECH,OmNom,RNG,Slot,4 Reels,HAK-omnom,3521,-,,,
QTECH,Outlaws Inc,RNG,Slot,5 Reels,HAK-outlawsinc,3522,-,,,
QTECH,Pug Life,RNG,Slot,5 Reels,HAK-puglife,3523,-,,,
QTECH,RIP City,RNG,Slot,5 Reels,HAK-ripcity,3524,-,,,
QTECH,Rocket Reels,RNG,Slot,7 Reels,HAK-rocketreels,3525,-,,,
QTECH,Ronin Stackways,RNG,Slot,5 Reels,HAK-roninstackways,3526,-,,,
QTECH,Rotten,RNG,Slot,6 Reels,HAK-rotten,3527,-,,,
QTECH,Stack'EM,RNG,Slot,5 Reels,HAK-stackem,3528,-,,,
QTECH,Stick â€˜em,RNG,Slot,5 Reels,HAK-stickem,3529,-,,,
QTECH,Stormforged,RNG,Slot,5 Reels,HAK-stormforged,3530,-,,,
QTECH,Tasty Treats,RNG,Slot,6 Reels,HAK-tastytreats,3531,-,,,
QTECH,Temple of Torment,RNG,Slot,5 Reels,HAK-templeoftorment,3532,-,,,
QTECH,The Bowery Boys,RNG,Slot,6 Reels,HAK-theboweryboys,3533,-,,,
QTECH,The Respinners,RNG,Slot,5 Reels,HAK-therespinners,3534,-,,,
QTECH,Time Spinners,RNG,Slot,5 Reels,HAK-timespinners,3535,-,,,
QTECH,Toshi Video Club,RNG,Slot,5 Reels,HAK-toshivideoclub,3536,-,,,
QTECH,Undead Fortune,RNG,Slot,5 Reels,HAK-undeadfortune,3537,-,,,
QTECH,Vending Machine,RNG,Slot,5 Reels,HAK-vendingmachine,3538,-,,,
QTECH,Warrior Ways,RNG,Slot,5 Reels,HAK-warriorways,3539,-,,,
QTECH,Xmas Drop,RNG,Slot,5 Reels,HAK-xmasdrop,3540,-,,,
QTECH,Xpander,RNG,Slot,7 Reels,HAK-xpander,3541,-,,,
QTECH,Mines,RNG,Slot,Slots,HAK-mines,3542,-,,,
QTECH,Coins,RNG,Slot,Instant Win,HAK-coins,3543,-,,,
QTECH,Colors,RNG,Slot,Instant Win,HAK-colors,3544,-,,,
QTECH,Blocks,RNG,Slot,Instant Win,HAK-blocks,3545,-,,,
QTECH,Boxes,RNG,Slot,Instant Win,HAK-boxes,3546,-,,,
QTECH,Hi-Lo,RNG,Slot,Instant Win,HAK-hilo,3547,-,,,
QTECH,Lines,RNG,Slot,Instant Win,HAK-lines,3548,-,,,
QTECH,Plinko,RNG,Slot,Slots,HAK-plinko,3549,-,,,
QTECH,Twenty-One,RNG,Slot,Instant Win,HAK-twentyone,3550,-,,,
QTECH,Wheel,RNG,Slot,Slots,HAK-wheel,3551,-,,,
QTECH,Break the Ice,RNG,Slot,Instant Win,HAK-breaktheice,3552,-,,,
QTECH,Cash Pool,RNG,Slot,Instant Win,HAK-cashpool,3553,-,,,
QTECH,Cash Scratch,RNG,Slot,Instant Win,HAK-cashscratch,3554,-,,,
QTECH,Cash Vault I,RNG,Slot,Instant Win,HAK-cashvaulti,3555,-,,,
QTECH,Cash Vault II,RNG,Slot,Instant Win,HAK-cashvaultii,3556,-,,,
QTECH,Chaos Crew Scratch,RNG,Slot,Instant Win,HAK-chaoscrewscratch,3557,-,,,
QTECH,Crazy Donuts,RNG,Slot,Instant Win,HAK-crazydonuts,3558,-,,,
QTECH,Cut the Grass,RNG,Slot,Instant Win,HAK-cutthegrass,3559,-,,,
QTECH,Diamond Rush,RNG,Slot,Instant Win,HAK-diamondrush,3560,-,,,
QTECH,Double Salary - 1 Year,RNG,Slot,Instant Win,HAK-doublesalary1year,3561,-,,,
QTECH,Dream Car Speed,RNG,Slot,Instant Win,HAK-dreamcarspeed,3562,-,,,
QTECH,Dream Car SUV,RNG,Slot,Instant Win,HAK-dreamcarsuv,3563,-,,,
QTECH,Dream Car Urban,RNG,Slot,Instant Win,HAK-dreamcarurban,3564,-,,,
QTECH,Eggstra Cash,RNG,Slot,Instant Win,HAK-eggstracash,3565,-,,,
QTECH,Express 200 Scratch,RNG,Slot,Instant Win,HAK-express200scratch,3566,-,,,
QTECH,Football Scratch,RNG,Slot,Instant Win,HAK-footballscratch,3567,-,,,
QTECH,Frogs Scratch,RNG,Slot,Instant Win,HAK-frogsscratch,3568,-,,,
QTECH,Go Panda,RNG,Slot,Instant Win,HAK-gopanda,3569,-,,,
QTECH,Gold Coins,RNG,Slot,Instant Win,HAK-goldcoins,3570,-,,,
QTECH,Gold Rush,RNG,Slot,Slots,HAK-goldrush,3571,-,,,
QTECH,Happy Scratch,RNG,Slot,Instant Win,HAK-happyscratch,3572,-,,,
QTECH,It's bananas!,RNG,Slot,Instant Win,HAK-itsbananas,3573,-,,,
QTECH,King Treasure,RNG,Slot,Instant Win,HAK-kingtreasure,3574,-,,,
QTECH,Koi Cash,RNG,Slot,Instant Win,HAK-koicash,3575,-,,,
QTECH,LOVE is all you need,RNG,Slot,Instant Win,HAK-loveisallyouneed,3576,-,,,
QTECH,Lucky Numbers x12,RNG,Slot,Instant Win,HAK-luckynumbersx12,3577,-,,,
QTECH,Lucky Numbers x16,RNG,Slot,Instant Win,HAK-luckynumbersx16,3578,-,,,
QTECH,Lucky Numbers x20,RNG,Slot,Instant Win,HAK-luckynumbersx20,3579,-,,,
QTECH,Lucky Numbers x8,RNG,Slot,Instant Win,HAK-luckynumbersx8,3580,-,,,
QTECH,Lucky Scratch,RNG,Slot,Instant Win,HAK-luckyscratch,3581,-,,,
QTECH,Lucky Shot,RNG,Slot,Instant Win,HAK-luckyshot,3582,-,,,
QTECH,Prince Treasure,RNG,Slot,Instant Win,HAK-princetreasure,3583,-,,,
QTECH,Queen Treasure,RNG,Slot,Instant Win,HAK-queentreasure,3584,-,,,
QTECH,Rat Riches,RNG,Slot,Instant Win,HAK-ratriches,3585,-,,,
QTECH,Ruby Rush,RNG,Slot,Instant Win,HAK-rubyrush,3586,-,,,
QTECH,SCRATCH! Bronze,RNG,Slot,Instant Win,HAK-scratchbronze,3587,-,,,
QTECH,SCRATCH! Gold,RNG,Slot,Instant Win,HAK-scratchgold,3588,-,,,
QTECH,SCRATCH! Platinum,RNG,Slot,Instant Win,HAK-scratchplatinum,3589,-,,,
QTECH,SCRATCH! Silver,RNG,Slot,Instant Win,HAK-scratchsilver,3590,-,,,
QTECH,Scratchâ€™em,RNG,Slot,Instant Win,HAK-scratchem,3591,-,,,
QTECH,Scratchy,RNG,Slot,Instant Win,HAK-scratchy,3592,-,,,
QTECH,Scratchy Big,RNG,Slot,Instant Win,HAK-scratchybig,3593,-,,,
QTECH,Scratchy Mini,RNG,Slot,Instant Win,HAK-scratchymini,3594,-,,,
QTECH,Shave the Beard,RNG,Slot,Instant Win,HAK-shavethebeard,3595,-,,,
QTECH,Shave the Sheep,RNG,Slot,Instant Win,HAK-shavethesheep,3596,-,,,
QTECH,Snow Scratcher,RNG,Slot,Instant Win,HAK-snowscratcher,3597,-,,,
QTECH,Spooky Scary Scratchy,RNG,Slot,Instant Win,HAK-spookyscaryscratchy,3598,-,,,
QTECH,Stack'Em Scratch,RNG,Slot,Instant Win,HAK-stackemscratch,3599,-,,,
QTECH,Summer Scratch,RNG,Slot,Instant Win,HAK-summerscratch,3600,-,,,
QTECH,The perfect Scratch,RNG,Slot,Instant Win,HAK-theperfectscratch,3601,-,,,
QTECH,Tiger Scratch,RNG,Slot,Instant Win,HAK-tigerscratch,3602,-,,,
QTECH,N1 Wheel of Fortune,RNG,Slot,Live Dealer,HOG-n1wheeloffortune,3603,Deactive,,,
QTECH,N1 Andar Bahar,RNG,Slot,Andar Bahar,HOG-n1andarbahar,3604,Deactive,,,
QTECH,N1 Teen Patti,RNG,Slot,Teen Patti,HOG-n1teenpatti,3605,Deactive,,,
QTECH,Western Wilds Megaways,RNG,Slot,6 Reels,IDS-westernwildsmegaways,3606,-,,,
QTECH,Mr. Porky Banker Cash Stash,RNG,Slot,5 Reels,IDS-mrporkybankercashstash,3607,-,,,
QTECH,Goal Blitz,RNG,Slot,5 Reels,IDS-goalblitz,3608,-,,,
QTECH,Sweet Candy Cash Megaways Deluxe,RNG,Slot,6 Reels,IDS-sweetcandycashmegawaysdeluxe,3609,-,,,
QTECH,Arriba Heat: Salsa Wilds,RNG,Slot,5 Reels,IDS-arribaheatsalsawilds,3610,-,,,
QTECH,Gods of Olympus III Megaways,RNG,Slot,6 Reels,IDS-godsofolympus3megaways,3611,-,,,
QTECH,Vegas Hold & Win,RNG,Slot,5 Reels,IDS-vegasholdandwin,3612,-,,,
QTECH,Bacon Banker,RNG,Slot,6 Reels,IDS-baconbanker,3613,-,,,
QTECH,8 Treasures: Luck of the dragon,RNG,Slot,5 Reels,IDS-8treasuresluckofthedragon,3614,-,,,
QTECH,Apex Strike Megaways,RNG,Slot,6 Reels,IDS-apexstrikemegaways,3615,-,,,
QTECH,1 Million Fortunes Megaways,RNG,Slot,7 Reels,IDS-1millionfortunesmegaways,3616,-,,,
QTECH,Astro Newts Megaways,RNG,Slot,6 Reels,IDS-astronewtsmegaways,3617,-,,,
QTECH,Aztec Wilds,RNG,Slot,5 Reels,IDS-aztecwilds,3618,-,,,
QTECH,Aztec Wilds Megaways,RNG,Slot,6 Reels,IDS-aztecwildsmegaways,3619,-,,,
QTECH,Barbarian Gold,RNG,Slot,5 Reels,IDS-barbariangold,3620,-,,,
QTECH,Blirix's workshop,RNG,Slot,5 Reels,IDS-blirixsworkshop,3621,-,,,
QTECH,Blood Queen,RNG,Slot,5 Reels,IDS-bloodqueen,3622,-,,,
QTECH,Book of Ba'al,RNG,Slot,5 Reels,IDS-bookofbaal,3623,-,,,
QTECH,Boom Time,RNG,Slot,5 Reels,IDS-boomtime,3624,-,,,
QTECH,Cherry Blast,RNG,Slot,5 Reels,IDS-cherryblast,3625,-,,,
QTECH,Christmas Megaways,RNG,Slot,6 Reels,IDS-christmasmegaways,3626,-,,,
QTECH,Crown of Avalon,RNG,Slot,5 Reels,IDS-crownofavalon,3627,-,,,
QTECH,Dwarven Gems Megaways,RNG,Slot,6 Reels,IDS-dwarvengemsmegaways,3628,-,,,
QTECH,Dr Jekyll and Mr Hyde,RNG,Slot,5 Reels,IDS-drjekyllandmrhyde,3629,-,,,
QTECH,Eagle Strike,RNG,Slot,5 Reels,IDS-eaglestrike,3630,-,,,
QTECH,Feeding Fury,RNG,Slot,5 Reels,IDS-feedingfury,3631,-,,,
QTECH,Forge Of The Gods,RNG,Slot,5 Reels,IDS-forgeofthegods,3632,-,,,
QTECH,Fruity Megaways,RNG,Slot,6 Reels,IDS-fruitymegaways,3633,-,,,
QTECH,Gifts of Ostara,RNG,Slot,5 Reels,IDS-giftsofostara,3634,-,,,
QTECH,Gods Of Asgard Megaways,RNG,Slot,7 Reels,IDS-godsofasgardmegaways,3635,-,,,
QTECH,Gods of Olympus II,RNG,Slot,5 Reels,IDS-godsofolympus2,3636,-,,,
QTECH,Grizzly Strike,RNG,Slot,5 Reels,IDS-grizzlystrike,3637,-,,,
QTECH,Halloween Horrors Megaways,RNG,Slot,6 Reels,IDS-halloweenhorrorsmegaways,3638,-,,,
QTECH,Luck of the Dragon,RNG,Slot,5 Reels,IDS-luckofthedragon,3639,-,,,
QTECH,Mad Cabs,RNG,Slot,5 Reels,IDS-madcabs,3640,-,,,
QTECH,Megaways Jack,RNG,Slot,6 Reels,IDS-megawaysjack,3641,-,,,
QTECH,Megaways Jack Frost,RNG,Slot,6 Reels,IDS-megawaysjackfrost,3642,-,,,
QTECH,Megaways Jack and The Magic Beans,RNG,Slot,6 Reels,IDS-megawaysjackandthemb,3643,-,,,
QTECH,Merry Megaways,RNG,Slot,6 Reels,IDS-merrymegaways,3644,-,,,
QTECH,Moirai Blaze,RNG,Slot,7 Reels,IDS-moiraiblaze,3645,-,,,
QTECH,Neon Jungle,RNG,Slot,5 Reels,IDS-neonjungle,3646,-,,,
QTECH,One Million Megaways BC,RNG,Slot,5 Reels,IDS-onemillionmegawaysbc,3647,-,,,
QTECH,Pirate Kingdom Megaways,RNG,Slot,6 Reels,IDS-piratekingdommegaways,3648,-,,,
QTECH,Rainbow Wilds,RNG,Slot,5 Reels,IDS-rainbowwilds,3649,-,,,
QTECH,Rainbow Wilds Megaways,RNG,Slot,6 Reels,IDS-rainbowwildsmegaways,3650,-,,,
QTECH,Rainin' Money,RNG,Slot,5 Reels,IDS-raininmoney,3651,-,,,
QTECH,Richie in Vegas,RNG,Slot,5 Reels,IDS-richieinvegas,3652,-,,,
QTECH,Rock the Reels Megaways,RNG,Slot,6 Reels,IDS-rockthereelsmegaways,3653,-,,,
QTECH,Robbin Robin,RNG,Slot,5 Reels,IDS-robbinrobin,3654,-,,,
QTECH,Rum and Raiders,RNG,Slot,5 Reels,IDS-rumandraiders,3655,-,,,
QTECH,Santa's Big Bash Megaways,RNG,Slot,6 Reels,IDS-santasbigbashmegaways,3656,-,,,
QTECH,Savannah Strike,RNG,Slot,5 Reels,IDS-savannahstrike,3657,-,,,
QTECH,Siren's Kingdom,RNG,Slot,5 Reels,IDS-sirenskingdom,3658,-,,,
QTECH,Solar Nova,RNG,Slot,9 Reels,IDS-solarnova,3659,-,,,
QTECH,Stampeding Strike,RNG,Slot,5 Reels,IDS-stampedingstrike,3660,-,,,
QTECH,Sweet Candy Cash,RNG,Slot,6 Reels,IDS-sweetcandycash,3661,-,,,
QTECH,Sweet Candy Cash Megaways,RNG,Slot,6 Reels,IDS-sweetcandycashmegaways,3662,-,,,
QTECH,Sweet Candy Christmas,RNG,Slot,6 Reels,IDS-sweetcandychristmas,3663,-,,,
QTECH,The Choice is Yours Megaways,RNG,Slot,7 Reels,IDS-thechoiceisyoursmegaways,3664,-,,,
QTECH,The Curious Cabinet,RNG,Slot,3 Reels,IDS-thecuriouscabinet,3665,-,,,
QTECH,Vegas Hotspots,RNG,Slot,5 Reels,IDS-vegashotspots,3666,-,,,
QTECH,Viking Wilds,RNG,Slot,5 Reels,IDS-vikingwilds,3667,-,,,
QTECH,Western Wilds,RNG,Slot,5 Reels,IDS-westernwilds,3668,-,,,
QTECH,Wolf Strike,RNG,Slot,5 Reels,IDS-wolfstrike,3669,-,,,
QTECH,3D Roulette,RNG,Slot,Roulette,IDS-3droulette,3670,-,,,
QTECH,3D Blackjack,RNG,Slot,Blackjack,IDS-3dblackjack,3671,-,,,
QTECH,3D Baccarat,RNG,Slot,Baccarat,IDS-3dbaccarat,3672,-,,,
QTECH,Blackjack Classic,RNG,Slot,Blackjack,IDS-blackjackclassic,3673,-,,,
QTECH,Roulette Classic,RNG,Slot,Roulette,IDS-rouletteclassic,3674,-,,,
QTECH,Blood Queen Scratch,RNG,Slot,Instant Win,IDS-bloodqueenscratch,3675,-,,,
QTECH,Cherry Blast Scratch,RNG,Slot,Instant Win,IDS-cherryblastscratch,3676,-,,,
